"No.","Time","Source","Destination","Protocol","Length","Info"
"3012","16.281635","192.168.0.105","37.130.194.56","SSL","1158","Continuation Data"
"3013","16.287732","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3014","16.290276","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1129119 Win=16391 Len=0"
"3015","16.301859","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1130325 Win=16391 Len=0"
"3016","16.303735","192.168.0.105","37.130.194.56","SSL","126","Continuation Data"
"3017","16.305658","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3018","16.305867","192.168.0.105","37.130.194.56","SSL","1207","Continuation Data"
"3019","16.311573","192.168.0.105","37.130.194.56","SSL","1207","Continuation Data"
"3020","16.321078","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1130496 Win=16391 Len=0"
"3021","16.323681","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3022","16.325839","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1132802 Win=16391 Len=0"
"3023","16.341536","192.168.0.105","37.130.194.56","SSL","1090","Continuation Data"
"3024","16.347478","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3025","16.347760","192.168.0.105","37.130.194.56","SSL","1090","Continuation Data"
"3026","16.356217","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1133940 Win=16391 Len=0"
"3027","16.361739","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1135075 Win=16391 Len=0"
"3028","16.364976","192.168.0.105","37.130.194.56","SSL","161","Continuation Data"
"3029","16.365372","192.168.0.105","37.130.194.56","SSL","1069","Continuation Data"
"3030","16.370841","192.168.0.105","37.130.194.56","SSL","1070","Continuation Data"
"3031","16.379724","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1136197 Win=16391 Len=0"
"3032","16.382909","192.168.0.105","37.130.194.56","SSL","148","Continuation Data"
"3033","16.397119","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1137307 Win=16391 Len=0"
"3034","16.406796","192.168.0.105","37.130.194.56","SSL","161","Continuation Data"
"3035","16.412838","192.168.0.105","37.130.194.56","SSL","1148","Continuation Data"
"3036","16.418739","192.168.0.105","37.130.194.56","SSL","1148","Continuation Data"
"3037","16.424908","192.168.0.105","37.130.194.56","SSL","164","Continuation Data"
"3038","16.426845","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1138508 Win=16391 Len=0"
"3039","16.439488","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1139712 Win=16391 Len=0"
"3040","16.449954","192.168.0.105","37.130.194.56","SSL","165","Continuation Data"
"3041","16.461738","192.168.0.105","37.130.194.56","SSL","1123","Continuation Data"
"3042","16.467808","192.168.0.105","37.130.194.56","SSL","163","Continuation Data"
"3043","16.468211","192.168.0.105","37.130.194.56","SSL","1124","Continuation Data"
"3044","16.476249","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1140892 Win=16391 Len=0"
"3045","16.479684","192.168.0.105","37.130.194.56","SSL","1106","Continuation Data"
"3046","16.481997","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1142071 Win=16391 Len=0"
"3047","16.485693","192.168.0.105","37.130.194.56","SSL","162","Continuation Data"
"3048","16.486069","192.168.0.105","37.130.194.56","SSL","1107","Continuation Data"
"3049","16.498909","192.168.0.105","37.130.194.64","TLSv1.2","162","Application Data"
"3050","16.499783","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1143231 Win=16391 Len=0"
"3051","16.504197","192.168.0.105","37.130.194.56","SSL","168","Continuation Data"
"3052","16.514130","37.130.194.64","192.168.0.105","TCP","54","443  >  55511 [ACK] Seq=1536 Ack=2060 Win=200 Len=0"
"3053","16.514257","37.130.194.64","192.168.0.105","TLSv1.2","159","Application Data"
"3054","16.515569","192.168.0.105","37.130.194.56","SSL","1119","Continuation Data"
"3055","16.518169","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1144398 Win=16391 Len=0"
"3056","16.521550","192.168.0.105","37.130.194.56","SSL","1119","Continuation Data"
"3057","16.527616","192.168.0.105","37.130.194.56","SSL","157","Continuation Data"
"3058","16.537877","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1146528 Win=16391 Len=0"
"3059","16.545517","192.168.0.105","37.130.194.56","SSL","149","Continuation Data"
"3060","16.551413","192.168.0.105","37.130.194.56","SSL","1121","Continuation Data"
"3061","16.555323","192.168.0.105","37.130.194.64","TCP","54","55511  >  443 [ACK] Seq=2060 Ack=1641 Win=516 Len=0"
"3062","16.557408","192.168.0.105","37.130.194.56","SSL","1122","Continuation Data"
"3063","16.561305","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1146726 Win=16391 Len=0"
"3064","16.563365","192.168.0.105","37.130.194.56","SSL","162","Continuation Data"
"3065","16.569387","192.168.0.105","37.130.194.56","SSL","1184","Continuation Data"
"3066","16.574429","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1148861 Win=16391 Len=0"
"3067","16.575326","192.168.0.105","37.130.194.56","SSL","1185","Continuation Data"
"3068","16.585080","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1150099 Win=16391 Len=0"
"3069","16.587473","192.168.0.105","37.130.194.56","SSL","158","Continuation Data"
"3070","16.603630","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1151334 Win=16391 Len=0"
"3071","16.605334","192.168.0.105","37.130.194.56","SSL","161","Continuation Data"
"3072","16.611335","192.168.0.105","37.130.194.56","SSL","1106","Continuation Data"
"3073","16.617221","192.168.0.105","37.130.194.56","SSL","1107","Continuation Data"
"3074","16.623392","192.168.0.105","37.130.194.56","SSL","159","Continuation Data"
"3075","16.625582","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1152493 Win=16391 Len=0"
"3076","16.632721","192.168.0.105","162.159.135.234","TLSv1.2","105","Application Data"
"3077","16.638938","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1153651 Win=16391 Len=0"
"3078","16.643638","162.159.135.234","192.168.0.105","TCP","54","443  >  55524 [ACK] Seq=1 Ack=52 Win=69 Len=0"
"3079","16.647233","192.168.0.105","37.130.194.56","SSL","172","Continuation Data"
"3080","16.647504","192.168.0.105","37.130.194.56","SSL","1126","Continuation Data"
"3081","16.653150","192.168.0.105","37.130.194.56","SSL","1126","Continuation Data"
"3082","16.665131","192.168.0.105","37.130.194.56","SSL","165","Continuation Data"
"3083","16.665287","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1154841 Win=16391 Len=0"
"3084","16.665340","192.168.0.105","37.130.194.56","SSL","1186","Continuation Data"
"3085","16.671075","192.168.0.105","37.130.194.56","SSL","1187","Continuation Data"
"3086","16.679257","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1156024 Win=16391 Len=0"
"3087","16.683057","192.168.0.105","37.130.194.56","SSL","170","Continuation Data"
"3088","16.685298","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1158289 Win=16391 Len=0"
"3089","16.701005","192.168.0.105","37.130.194.56","SSL","1118","Continuation Data"
"3090","16.706966","192.168.0.105","37.130.194.56","SSL","160","Continuation Data"
"3091","16.707156","192.168.0.105","37.130.194.56","SSL","1119","Continuation Data"
"3092","16.715444","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1159469 Win=16391 Len=0"
"3093","16.724924","192.168.0.105","37.130.194.56","SSL","161","Continuation Data"
"3094","16.725674","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1160640 Win=16391 Len=0"
"3095","16.730895","192.168.0.105","37.130.194.56","SSL","1074","Continuation Data"
"3096","16.737102","192.168.0.105","37.130.194.56","SSL","1075","Continuation Data"
"3097","16.745389","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1161767 Win=16391 Len=0"
"3098","16.748977","192.168.0.105","37.130.194.56","SSL","172","Continuation Data"
"3099","16.763345","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1162906 Win=16391 Len=0"
"3100","16.766574","192.168.0.105","37.130.194.56","SSL","163","Continuation Data"
"3101","16.766978","192.168.0.105","37.130.194.56","SSL","1128","Continuation Data"
"3102","16.772502","192.168.0.105","37.130.194.56","SSL","1128","Continuation Data"
"3103","16.784126","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1164089 Win=16391 Len=0"
"3104","16.784353","192.168.0.105","37.130.194.56","SSL","152","Continuation Data"
"3105","16.786956","162.159.135.234","192.168.0.105","TLSv1.2","86","Application Data"
"3106","16.795304","192.168.0.105","37.130.194.56","SSL","1183","Continuation Data"
"3107","16.798120","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1165261 Win=16391 Len=0"
"3108","16.801224","192.168.0.105","37.130.194.56","SSL","1184","Continuation Data"
"3109","16.807395","192.168.0.105","37.130.194.56","SSL","154","Continuation Data"
"3110","16.817119","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1167520 Win=16391 Len=0"
"3111","16.825409","192.168.0.105","37.130.194.56","SSL","147","Continuation Data"
"3112","16.829088","192.168.0.105","162.159.135.234","TCP","54","55524  >  443 [ACK] Seq=52 Ack=33 Win=512 Len=0"
"3113","16.839716","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1167713 Win=16391 Len=0"
"3114","16.848292","192.168.0.105","37.130.194.56","SSL","144","Continuation Data"
"3115","16.854172","192.168.0.105","37.130.194.56","SSL","1157","Continuation Data"
"3116","16.860076","192.168.0.105","37.130.194.56","SSL","1158","Continuation Data"
"3117","16.866077","192.168.0.105","37.130.194.56","SSL","167","Continuation Data"
"3118","16.868499","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1168906 Win=16391 Len=0"
"3119","16.877144","192.168.0.105","37.130.194.56","SSL","1194","Continuation Data"
"3120","16.881611","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1170123 Win=16391 Len=0"
"3121","16.883068","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3122","16.883346","192.168.0.105","37.130.194.56","SSL","1195","Continuation Data"
"3123","16.898967","192.168.0.105","37.130.194.56","SSL","78","Continuation Data"
"3124","16.899316","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1171362 Win=16391 Len=0"
"3125","16.907019","192.168.0.105","37.130.194.56","SSL","142","Continuation Data"
"3126","16.913216","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1172527 Win=16391 Len=0"
"3127","16.925103","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3128","16.940823","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1172714 Win=16391 Len=0"
"3129","16.948974","192.168.0.105","37.130.194.56","SSL","160","Continuation Data"
"3130","16.949433","192.168.0.105","37.130.194.56","SSL","1185","Continuation Data"
"3131","16.951012","192.168.0.105","37.130.195.109","TLSv1.2","90","Application Data"
"3132","16.954908","192.168.0.105","37.130.194.56","SSL","1186","Continuation Data"
"3133","16.963481","37.130.195.109","192.168.0.105","TLSv1.2","86","Application Data"
"3134","16.963557","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1173951 Win=16391 Len=0"
"3135","16.966356","192.168.0.105","37.130.194.56","SSL","174","Continuation Data"
"3136","16.972363","192.168.0.105","37.130.194.56","SSL","1136","Continuation Data"
"3137","16.978439","192.168.0.105","37.130.194.56","SSL","1137","Continuation Data"
"3138","16.980649","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1175203 Win=16391 Len=0"
"3139","16.984456","192.168.0.105","37.130.194.56","SSL","163","Continuation Data"
"3140","16.993110","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1177368 Win=16391 Len=0"
"3141","17.004141","192.168.0.105","37.130.195.109","TCP","54","55509  >  443 [ACK] Seq=37 Ack=33 Win=510 Len=0"
"3142","17.007880","192.168.0.105","37.130.194.56","SSL","181","Continuation Data"
"3143","17.013900","192.168.0.105","37.130.194.56","SSL","1069","Continuation Data"
"3144","17.019806","192.168.0.105","37.130.194.56","SSL","1070","Continuation Data"
"3145","17.021969","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1177604 Win=16391 Len=0"
"3146","17.025850","192.168.0.105","37.130.194.56","SSL","162","Continuation Data"
"3147","17.037058","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1179635 Win=16391 Len=0"
"3148","17.043888","192.168.0.105","37.130.194.56","SSL","169","Continuation Data"
"3149","17.044455","192.168.0.105","37.130.194.56","SSL","1198","Continuation Data"
"3150","17.049744","192.168.0.105","37.130.194.56","SSL","1198","Continuation Data"
"3151","17.059063","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1179858 Win=16391 Len=0"
"3152","17.065716","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1182146 Win=16391 Len=0"
"3153","17.067702","192.168.0.105","37.130.194.56","SSL","159","Continuation Data"
"3154","17.073249","192.168.0.105","37.130.194.56","SSL","908","Continuation Data"
"3155","17.079182","192.168.0.105","37.130.194.56","SSL","909","Continuation Data"
"3156","17.085245","192.168.0.105","37.130.194.56","SSL","161","Continuation Data"
"3157","17.087297","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1183105 Win=16391 Len=0"
"3158","17.097237","192.168.0.105","37.130.194.56","SSL","1170","Continuation Data"
"3159","17.103170","192.168.0.105","37.130.194.56","SSL","163","Continuation Data"
"3160","17.103340","192.168.0.105","37.130.194.56","SSL","1170","Continuation Data"
"3161","17.103384","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1184067 Win=16391 Len=0"
"3162","17.117368","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1185292 Win=16391 Len=0"
"3163","17.127145","192.168.0.105","37.130.194.56","SSL","158","Continuation Data"
"3164","17.127528","192.168.0.105","37.130.194.56","SSL","1216","Continuation Data"
"3165","17.133087","192.168.0.105","37.130.194.56","SSL","1217","Continuation Data"
"3166","17.141259","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1186512 Win=16391 Len=0"
"3167","17.145067","192.168.0.105","37.130.194.56","SSL","154","Continuation Data"
"3168","17.150339","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1188837 Win=16391 Len=0"
"3169","17.163043","192.168.0.105","37.130.194.56","SSL","165","Continuation Data"
"3170","17.163369","192.168.0.105","37.130.194.56","SSL","1139","Continuation Data"
"3171","17.168854","192.168.0.105","37.130.194.56","SSL","1140","Continuation Data"
"3172","17.177306","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1189048 Win=16391 Len=0"
"3173","17.183079","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1191219 Win=16391 Len=0"
"3174","17.187058","192.168.0.105","37.130.194.56","SSL","155","Continuation Data"
"3175","17.204922","192.168.0.105","37.130.194.56","SSL","166","Continuation Data"
"3176","17.205179","192.168.0.105","37.130.194.56","SSL","1128","Continuation Data"
"3177","17.210810","192.168.0.105","37.130.194.56","SSL","1129","Continuation Data"
"3178","17.219175","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1191432 Win=16391 Len=0"
"3179","17.222813","192.168.0.105","37.130.194.56","SSL","169","Continuation Data"
"3180","17.225066","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1193581 Win=16391 Len=0"
"3181","17.234873","192.168.0.105","37.130.194.56","SSL","1151","Continuation Data"
"3182","17.240851","192.168.0.105","37.130.194.56","SSL","1152","Continuation Data"
"3183","17.246749","192.168.0.105","37.130.194.56","SSL","157","Continuation Data"
"3184","17.255269","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1194793 Win=16391 Len=0"
"3185","17.261372","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1195994 Win=16391 Len=0"
"3186","17.264696","192.168.0.105","37.130.194.56","SSL","159","Continuation Data"
"3187","17.275655","192.168.0.105","37.130.194.56","SSL","126","Continuation Data"
"3188","17.276627","192.168.0.105","37.130.194.56","SSL","1194","Continuation Data"
"3189","17.282716","192.168.0.105","37.130.194.56","SSL","163","Continuation Data"
"3190","17.282989","192.168.0.105","37.130.194.56","SSL","1194","Continuation Data"
"3191","17.289787","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1196171 Win=16391 Len=0"
"3192","17.297620","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1197420 Win=16391 Len=0"
"3193","17.306560","192.168.0.105","37.130.194.56","SSL","158","Continuation Data"
"3194","17.306790","192.168.0.105","37.130.194.56","SSL","1089","Continuation Data"
"3195","17.312662","192.168.0.105","37.130.194.56","SSL","1090","Continuation Data"
"3196","17.321257","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1198664 Win=16391 Len=0"
"3197","17.324483","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3198","17.326689","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1200735 Win=16391 Len=0"
"3199","17.336596","192.168.0.105","37.130.194.56","SSL","913","Continuation Data"
"3200","17.336931","192.168.0.105","37.130.194.56","SSL","914","Continuation Data"
"3201","17.342470","192.168.0.105","37.130.194.56","SSL","144","Continuation Data"
"3202","17.350901","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1201693 Win=16391 Len=0"
"3203","17.366639","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3204","17.367655","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1202643 Win=16391 Len=0"
"3205","17.384596","192.168.0.105","37.130.194.56","SSL","153","Continuation Data"
"3206","17.385117","192.168.0.105","37.130.194.56","SSL","1219","Continuation Data"
"3207","17.390541","192.168.0.105","37.130.194.56","SSL","1220","Continuation Data"
"3208","17.398916","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1202841 Win=16391 Len=0"
"3209","17.402413","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3210","17.408077","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1205172 Win=16391 Len=0"
"3211","17.408368","192.168.0.105","37.130.194.56","SSL","1145","Continuation Data"
"3212","17.414311","192.168.0.105","37.130.194.56","SSL","1146","Continuation Data"
"3213","17.426293","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1206365 Win=16391 Len=0"
"3214","17.426304","192.168.0.105","37.130.194.56","SSL","155","Continuation Data"
"3215","17.432217","192.168.0.105","37.130.194.56","SSL","1146","Continuation Data"
"3216","17.438209","192.168.0.105","37.130.194.56","SSL","1147","Continuation Data"
"3217","17.440627","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1207558 Win=16391 Len=0"
"3218","17.444349","192.168.0.105","37.130.194.56","SSL","154","Continuation Data"
"3219","17.454047","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1209743 Win=16391 Len=0"
"3220","17.462330","192.168.0.105","37.130.194.56","SSL","180","Continuation Data"
"3221","17.468182","192.168.0.105","37.130.194.56","SSL","1154","Continuation Data"
"3222","17.474155","192.168.0.105","37.130.194.56","SSL","1154","Continuation Data"
"3223","17.476770","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1209969 Win=16391 Len=0"
"3224","17.486113","192.168.0.105","37.130.194.56","SSL","178","Continuation Data"
"3225","17.494933","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1212169 Win=16391 Len=0"
"3226","17.498061","192.168.0.105","37.130.194.56","SSL","1136","Continuation Data"
"3227","17.504069","192.168.0.105","37.130.194.56","SSL","159","Continuation Data"
"3228","17.504336","192.168.0.105","37.130.194.56","SSL","1137","Continuation Data"
"3229","17.512688","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1213375 Win=16391 Len=0"
"3230","17.516154","192.168.0.105","37.130.194.64","TLSv1.2","163","Application Data"
"3231","17.518347","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1214563 Win=16391 Len=0"
"3232","17.521961","192.168.0.105","37.130.194.56","SSL","172","Continuation Data"
"3233","17.528001","192.168.0.105","37.130.194.56","SSL","1200","Continuation Data"
"3234","17.530791","37.130.194.64","192.168.0.105","TLSv1.2","159","Application Data"
"3235","17.534020","192.168.0.105","37.130.194.56","SSL","1200","Continuation Data"
"3236","17.542774","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1215827 Win=16391 Len=0"
"3237","17.546118","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3238","17.561273","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1217075 Win=16391 Len=0"
"3239","17.563948","192.168.0.105","37.130.194.56","SSL","155","Continuation Data"
"3240","17.569921","192.168.0.105","37.130.194.56","SSL","1042","Continuation Data"
"3241","17.571780","192.168.0.105","37.130.194.64","TCP","54","55511  >  443 [ACK] Seq=2169 Ack=1746 Win=516 Len=0"
"3242","17.576003","192.168.0.105","37.130.194.56","SSL","1043","Continuation Data"
"3243","17.584161","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1218164 Win=16391 Len=0"
"3244","17.588061","192.168.0.105","37.130.194.56","SSL","172","Continuation Data"
"3245","17.602359","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1219271 Win=16391 Len=0"
"3246","17.606010","192.168.0.105","37.130.194.56","SSL","157","Continuation Data"
"3247","17.606570","192.168.0.105","37.130.194.56","SSL","986","Continuation Data"
"3248","17.606799","192.168.0.105","37.130.194.56","SSL","987","Continuation Data"
"3249","17.620822","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1220306 Win=16391 Len=0"
"3250","17.623946","192.168.0.105","37.130.194.56","SSL","150","Continuation Data"
"3251","17.638367","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1221335 Win=16391 Len=0"
"3252","17.641742","192.168.0.105","37.130.194.56","SSL","1227","Continuation Data"
"3253","17.647907","192.168.0.105","37.130.194.56","SSL","150","Continuation Data"
"3254","17.648305","192.168.0.105","37.130.194.56","SSL","1228","Continuation Data"
"3255","17.662730","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1222604 Win=16391 Len=0"
"3256","17.665826","192.168.0.105","37.130.194.56","SSL","161","Continuation Data"
"3257","17.680189","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1223885 Win=16391 Len=0"
"3258","17.683780","192.168.0.105","37.130.194.56","SSL","159","Continuation Data"
"3259","17.685724","192.168.0.105","37.130.194.56","SSL","126","Continuation Data"
"3260","17.689704","192.168.0.105","37.130.194.56","SSL","1140","Continuation Data"
"3261","17.695700","192.168.0.105","37.130.194.56","SSL","1141","Continuation Data"
"3262","17.700631","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1224062 Win=16391 Len=0"
"3263","17.707618","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3264","17.710264","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1226235 Win=16391 Len=0"
"3265","17.713513","192.168.0.105","37.130.194.56","SSL","1134","Continuation Data"
"3266","17.719480","192.168.0.105","37.130.194.56","SSL","1135","Continuation Data"
"3267","17.725650","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3268","17.727833","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1227417 Win=16391 Len=0"
"3269","17.740267","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1228600 Win=16391 Len=0"
"3270","17.743492","192.168.0.105","37.130.194.56","SSL","157","Continuation Data"
"3271","17.749423","192.168.0.105","37.130.194.56","SSL","1148","Continuation Data"
"3272","17.755500","192.168.0.105","37.130.194.56","SSL","1148","Continuation Data"
"3273","17.763789","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=1945 Ack=1229797 Win=16391 Len=0"
"3274","17.767366","192.168.0.105","37.130.194.56","SSL","156","Continuation Data"
"3275","17.769761","37.130.194.56","192.168.0.105","SSL","156","Continuation Data"
"3276","17.770025","192.168.0.105","37.130.194.56","SSL","120","Continuation Data"
"3277","17.770069","37.130.194.56","192.168.0.105","SSL","262","Continuation Data"
"3278","17.770071","37.130.194.56","192.168.0.105","SSL","102","Continuation Data"
"3279","17.770104","192.168.0.105","37.130.194.56","TCP","54","55539  >  443 [ACK] Seq=1231059 Ack=2303 Win=512 Len=0"
"3280","17.773348","192.168.0.105","37.130.194.56","SSL","1125","Continuation Data"
"3281","17.779333","192.168.0.105","37.130.194.56","SSL","1126","Continuation Data"
"3282","17.781878","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=2303 Ack=1230993 Win=16391 Len=0"
"3283","17.785306","192.168.0.105","37.130.194.56","SSL","162","Continuation Data"
"3284","17.789239","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=2303 Ack=1232130 Win=16391 Len=0"
"3285","17.799437","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=2303 Ack=1233310 Win=16391 Len=0"
"3286","17.802774","192.168.0.105","37.130.194.56","SSL","168","Continuation Data"
"3287","17.808740","192.168.0.105","37.130.194.56","SSL","105","Continuation Data"
"3288","17.808945","192.168.0.105","37.130.194.56","SSL","1248","Continuation Data"
"3289","17.814891","192.168.0.105","37.130.194.56","SSL","1249","Continuation Data"
"3290","17.820903","192.168.0.105","37.130.194.56","SSL","1249","Continuation Data"
"3291","17.823197","37.130.194.56","192.168.0.105","TCP","54","443  >  55539 [ACK] Seq=2303 Ack=1233475 Win=16391 Len=0"
"3292","17.826934","192.168.0.105","37.130.194.56","SSL","152","Continuation Data"
